patient_age_group,registration_area,registration_settlement,lat,lng,registration_settlement_id,per1000
259,ЗАПОРІЗЬКА,КОМИШ-ЗОРЯ,47.3308294,36.6953473,set782,120.6
775,ХЕРСОНСЬКА,ВИСОКОПІЛЛЯ,47.488789,33.5317111,set783,196.6
203,ЛЬВІВСЬКА,БІБРКА,49.6299208,24.2858681,set784,52.7
889,ЛЬВІВСЬКА,СОКАЛЬ,50.467289,24.2851601,set785,42.6
715,ХМЕЛЬНИЦЬКА,ВІНЬКІВЦІ,49.0309347,27.2353854,set786,117.3
825,ЛУГАНСЬКА,НОВОАЙДАР,48.9659486,38.9953282,set788,103.1
588,ТЕРНОПІЛЬСЬКА,КОЗОВА,49.4358377,25.1400228,set790,65.8
179,ІВАНО-ФРАНКІВСЬКА,ВЕРХОВИНА,48.1556511,24.8256683,set791,30.8
2278,ХЕРСОНСЬКА,СКАДОВСЬК,46.1161301,32.9099761,set793,129.1
3575,МИКОЛАЇВСЬКА,ПЕРВОМАЙСЬК,48.021167,30.8561994,set795,55.8
372,ХЕРСОНСЬКА,КАЛАНЧАК,46.262764,33.2992978,set797,40.4
280,ЧЕРНІГІВСЬКА,СОСНИЦЯ,51.5248384,32.5045719,set799,41.2
756,ЧЕРНІГІВСЬКА,СЕМЕНІВКА,52.1790345,32.5717631,set800,93.9
483,ЛУГАНСЬКА,ПОПАСНА,48.6417157,38.3670783,set801,24.2
517,ЧЕРНІГІВСЬКА,НОСІВКА,50.9352683,31.5756083,set802,38.8
1515,КИЇВСЬКА,МАКАРІВ,50.4634406,29.799736,set803,154.7
286,ЧЕРНІГІВСЬКА,ТАЛАЛАЇВКА,50.8424855,33.1399988,set804,60.3
1262,ЗАКАРПАТСЬКА,РАХІВ,48.0561412,24.2054943,set806,80.9
445,ЧЕРНІГІВСЬКА,СНОВСЬК,51.8156925,31.9533328,set807,40.7
2850,ХАРКІВСЬКА,БОГОДУХІВ,50.1635922,35.5262415,set808,189.7
414,ІВАНО-ФРАНКІВСЬКА,ОБЕРТИН,48.6936691,25.1737825,set809,139.0
